sAddress,rAddress,sMACs,rMACs,sIPs,rIPs,protocol,startDate,endDate,start,end,startOffset,endOffset,duration,sPackets,rPackets,sBytesSum,rBytesSum,sBytesMax,rBytesMax,sBytesMin,rBytesMin,sBytesAvg,rBytesAvg,sLoad,rLoad,sPayloadSum,rPayloadSum,sPayloadMax,rPayloadMax,sPayloadMin,rPayloadMin,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,sttl,rttl,sAckRate,rAckRate,sUrgRate,rUrgRate,sFinRate,rFinRate,sPshRate,rPshRate,sSynRate,rSynRate,sRstRate,rRstRate,sWinTCP,rWinTCP,sFragmentRate,rFragmentRate,sAckDelayMax,rAckDelayMax,sAckDelayMin,rAckDelayMin,sAckDelayAvg,rAckDelayAvg,IT_B_Label,IT_M_Label,NST_B_Label,NST_M_Label
02:42:c0:a8:00:0b,02:42:c0:a8:00:17,02:42:c0:a8:00:0b,02:42:c0:a8:00:17,,,ARP,2022-09-16 11:33:06.053175,2022-09-16 11:33:06.053220,1663320786.053175,1663320786.05322,1106.542838,1106.542883,4.6e-05,2,2,84,84,42.0,42.0,42.0,42.0,42.0,42.0,14589313.606,14589313.606,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.506111145019531e-05,3.3855438232421875e-05,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:17,02:42:c0:a8:00:0c,02:42:c0:a8:00:17,,,ARP,2022-09-16 11:33:48.037332,2022-09-16 11:33:48.037352,1663320828.037332,1663320828.037352,1148.526995,1148.527015,2.1e-05,2,2,84,84,42.0,42.0,42.0,42.0,42.0,42.0,31958665.811,31958665.811,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.002716064453125e-05,1.4781951904296877e-05,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:17,02:42:c0:a8:00:0b,02:42:c0:a8:00:17,,,ARP,2022-09-16 11:34:13.126356,2022-09-16 11:34:13.126394,1663320853.126356,1663320853.126394,1173.616019,1173.616057,3.9e-05,1,1,42,42,42.0,42.0,42.0,42.0,42.0,42.0,8583039.178,8583039.178,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:17,02:42:c0:a8:00:0b,02:42:c0:a8:00:17,,,ARP,2022-09-16 11:35:57.320942,2022-09-16 11:35:57.320990,1663320957.320942,1663320957.32099,1277.810605,1277.810653,4.9e-05,2,2,84,84,42.0,42.0,42.0,42.0,42.0,42.0,13669496.36,13669496.36,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.8160552978515625e-05,3.600120544433594e-05,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:17,02:42:c0:a8:00:0c,02:42:c0:a8:00:17,,,ARP,2022-09-16 11:34:50.245365,2022-09-16 11:34:50.245416,1663320890.245365,1663320890.245416,1210.735028,1210.735079,5.2e-05,2,2,84,84,42.0,42.0,42.0,42.0,42.0,42.0,12917717.082,12917717.082,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.1021575927734375e-05,3.504753112792969e-05,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:17,02:42:c0:a8:00:0b,02:42:c0:a8:00:17,,,ARP,2022-09-16 11:36:47.236561,2022-09-16 11:36:47.236590,1663321007.236561,1663321007.23659,1327.726224,1327.726253,3e-05,1,1,42,42,42.0,42.0,42.0,42.0,42.0,42.0,11256791.235,11256791.235,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:17,02:42:c0:a8:00:0c,02:42:c0:a8:00:17,,,ARP,2022-09-16 11:37:38.437175,2022-09-16 11:37:38.437187,1663321058.437175,1663321058.437187,1378.926838,1378.92685,1.3e-05,1,1,42,42,42.0,42.0,42.0,42.0,42.0,42.0,26004322.225,26004322.225,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:17,02:42:c0:a8:00:0c,02:42:c0:a8:00:17,,,ARP,2022-09-16 11:38:27.332868,2022-09-16 11:38:27.332913,1663321107.332868,1663321107.332913,1427.822531,1427.822576,4.6e-05,2,2,84,84,42.0,42.0,42.0,42.0,42.0,42.0,14665222.795,14665222.795,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.482269287109375e-05,3.1948089599609375e-05,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:17,02:42:c0:a8:00:0c,02:42:c0:a8:00:17,,,ARP,2022-09-16 11:38:58.308881,2022-09-16 11:38:58.308913,1663321138.308881,1663321138.308913,1458.798544,1458.798576,3.3e-05,1,1,42,42,42.0,42.0,42.0,42.0,42.0,42.0,10197859.848,10197859.848,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:17,02:42:c0:a8:00:0c,02:42:c0:a8:00:17,,,ARP,2022-09-16 11:39:58.468919,2022-09-16 11:39:58.468957,1663321198.468919,1663321198.468957,1518.958582,1518.95862,3.9e-05,2,2,84,84,42.0,42.0,42.0,42.0,42.0,42.0,17271266.33,17271266.33,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.790855407714844e-05,2.813339233398437e-05,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:17,02:42:c0:a8:00:0c,02:42:c0:a8:00:17,,,ARP,2022-09-16 11:40:44.548740,2022-09-16 11:40:44.548769,1663321244.54874,1663321244.548769,1565.038403,1565.038432,3e-05,1,1,42,42,42.0,42.0,42.0,42.0,42.0,42.0,11167589.181,11167589.181,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:17,02:42:c0:a8:00:0c,02:42:c0:a8:00:17,,,ARP,2022-09-16 11:41:43.684856,2022-09-16 11:41:43.685527,1663321303.684856,1663321303.685527,1624.174519,1624.17519,0.000672,2,2,84,84,42.0,42.0,42.0,42.0,42.0,42.0,999779.364,999779.364,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006711483001708,0.0006389617919921,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:17,02:42:c0:a8:00:0c,02:42:c0:a8:00:17,,,ARP,2022-09-16 11:43:09.701213,2022-09-16 11:43:09.701245,1663321389.701213,1663321389.701245,1710.190876,1710.190908,3.3e-05,2,2,84,84,42.0,42.0,42.0,42.0,42.0,42.0,20249192.726,20249192.726,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.9073486328125e-05,3.218650817871094e-05,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:17,02:42:c0:a8:00:0b,02:42:c0:a8:00:17,,,ARP,2022-09-16 11:37:54.309239,2022-09-16 11:37:54.309274,1663321074.309239,1663321074.309274,1394.798902,1394.798937,3.6e-05,1,1,42,42,42.0,42.0,42.0,42.0,42.0,42.0,9321026.697,9321026.697,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:17,02:42:c0:a8:00:0c,02:42:c0:a8:00:17,,,ARP,2022-09-16 11:44:59.781820,2022-09-16 11:44:59.781870,1663321499.78182,1663321499.78187,1820.271483,1820.271533,5.1e-05,2,2,84,84,42.0,42.0,42.0,42.0,42.0,42.0,13220673.513,13220673.513,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.982948303222656e-05,3.695487976074219e-05,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:17,02:42:c0:a8:00:0b,02:42:c0:a8:00:17,,,ARP,2022-09-16 11:45:25.893462,2022-09-16 11:45:25.893521,1663321525.893462,1663321525.893521,1846.383125,1846.383184,6e-05,2,2,84,84,42.0,42.0,42.0,42.0,42.0,42.0,11176193.289,11176193.289,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0967254638671877e-05,5.91278076171875e-05,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:17,02:42:c0:a8:00:0c,02:42:c0:a8:00:17,,,ARP,2022-09-16 11:46:07.877112,2022-09-16 11:46:07.877169,1663321567.877112,1663321567.877169,1888.366775,1888.366832,5.8e-05,2,2,84,84,42.0,42.0,42.0,42.0,42.0,42.0,11589795.656,11589795.656,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.698204040527344e-05,3.910064697265625e-05,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:17,02:42:c0:a8:00:0b,02:42:c0:a8:00:17,,,ARP,2022-09-16 11:46:15.817320,2022-09-16 11:46:15.817336,1663321575.81732,1663321575.817336,1896.306983,1896.306999,1.7e-05,1,1,42,42,42.0,42.0,42.0,42.0,42.0,42.0,19794928.313,19794928.313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
