sAddress,rAddress,sMACs,rMACs,sIPs,rIPs,protocol,start,end,startOffset,endOffset,duration,sPackets,rPackets,sBytesSum,rBytesSum,sBytesMax,rBytesMax,sBytesMin,rBytesMin,sBytesAvg,rBytesAvg,sLoad,rLoad,sPayloadSum,rPayloadSum,sPayloadMax,rPayloadMax,sPayloadMin,rPayloadMin,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,sttl,rttl,sAckRate,rAckRate,sUrgRate,rUrgRate,sFinRate,rFinRate,sPshRate,rPshRate,sSynRate,rSynRate,sRstRate,rRstRate,sWinTCP,rWinTCP,sFragmentRate,rFragmentRate,sAckDelayMax,rAckDelayMax,sAckDelayMin,rAckDelayMin,sAckDelayAvg,rAckDelayAvg,IT_B_Label,IT_M_Label,NST_B_Label,NST_M_Label,start_hour,start_day,start_month,end_hour,end_day,end_month,duration_seconds
2,0,2,0,0,0,0,0.1853862323332578,0.18538623556378298,0.18538623233746973,0.18538623554005149,5.815410838722614e-05,0.00392156862745098,0.125,0.00392156862745098,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0332368725625,0.0332368725625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,5.8154108387226155e-05
2,0,2,0,0,0,0,0.19245945973671041,0.19245953977224417,0.19245945974346032,0.1924595397250382,0.0013455657492354737,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0029755338214285713,0.0029755338214285713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013515530542536909,0.0021116724350989263,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,0.0013455657492354742
2,0,2,0,0,0,0,0.20274781301850453,0.20274781659827568,0.20274781303497294,0.2027478165714632,6.417005063418057e-05,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.060265454541666666,0.060265454541666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0431680635452144e-05,0.00010337409902765218,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,6.417005063418058e-05
1,0,1,0,0,0,0,0.16502401063917205,0.16502401462639682,0.16502401064446295,0.16502401459392643,7.0185992881135e-05,0.00392156862745098,0.125,0.00392156862745098,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.027741150883928575,0.027741150883928575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,7.018599288113501e-05
2,0,2,0,0,0,0,0.21591447360697202,0.21591447928221896,0.21591447359652355,0.21591447926708235,0.00010026570411590714,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.03934724259821429,0.03934724259821429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.274416955566368e-05,0.00011915640422271358,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,0.00010026570411590717
1,0,1,0,0,0,0,0.2190376679354813,0.21903767468756996,0.21903766792010435,0.21903767466266377,0.00011831353085677042,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.033262480026785717,0.033262480026785717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.400823394330337e-05,0.0001925441233797491,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,0.00011831353085677045
2,0,2,0,0,0,0,0.22405930145760067,0.2240593079768587,0.2240593014643756,0.22405930796050888,0.00011430290269213414,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.03449343945238095,0.03449343945238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010723544604873613,0.0001262584415604912,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,0.00011430290269213417
1,0,1,0,0,0,0,0.22500902393949218,0.22500902554020286,0.2250090239120735,0.22500902550286375,3.2085025317090284e-05,0.00392156862745098,0.125,0.00392156862745098,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.058913477122023813,0.058913477122023813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,3.208502531709029e-05
2,0,2,0,0,0,0,0.23006082579377107,0.2300608309742529,0.23006082578375486,0.23006083095557217,9.224444778663456e-05,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.04253980885714286,0.04253980885714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.501548875935837e-05,9.942852272888684e-05,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,9.224444778663459e-05
1,0,1,0,0,0,0,0.23171425139298663,0.23171425407053903,0.23171425140429952,0.23171425406194907,5.0132852057953565e-05,0.00392156862745098,0.125,0.00392156862745098,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.03841138087202381,0.03841138087202381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,5.0132852057953585e-05
2,0,2,0,0,0,0,0.24154332414036617,0.24154335405910388,0.24154332413372978,0.24154335404818408,0.0005073444628264901,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.007875190440476191,0.007875190440476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005042964219588042,0.00024146926948443944,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,0.0005073444628264903
